record,date,status,qtime,start_date,age,gender,zipcode,fylke2024,kommune2024,landsdel2024,age_group,age_group2,_v1,_v2,_v3,_v4,_v5,_v6,_v7,_v8,_v9,_v10,Q1r10oe,_v11,_v12,_v13,_v14,_v15,_v16,_v17,_v18,_v19,_v20,_v21,_v22,_v23,_v24,Q2r13oe,Q6,Q7,Q8,Q9,Q10,Q12,Q13,Q13b,Q14r1,_v25,_v26,_v27,_v28,_v29,_v30,_v31,_v32,_v33,_v34,_v35,_v36,_v37,_v38,_v39,_v40,_v41,_v42,_v43,_v44,_v45,_v46,_v47,_v48,_v49,Q17_1,Q17_2,Q17_3,Q17_4,Q17_5,Q17_6,Q17_7,Q17_8,Q17_9,Q17_10,Q17_11,Q17_12,Q17_13,Q17_14,Q17_15,Q17_16,Q17_17,Q17_18,Q17_19,Q17_20,Q17_21,Q17_22,Q17_23,Q17_24,_v50,_v51,_v52,_v53,_v54,_v55,_v56,_v57,_v58,_v59,_v60,_v61,_v62,_v63,_v64,_v65,_v66,_v67,_v68,_v69,_v70,_v71,_v72,_v73,_v74,_v75,_v76,_v77,_v78,_v79,_v80,_v81,_v82,_v83,_v84,_v85,_v86,_v87,_v88,_v89,_v90,_v91,_v92,_v93,_v94,_v95,_v96,_v97,Q25r1,Q25r2,Q25r3,Q25r4,Q25r5,Q25r6,Q26,Q27,Q27r11oe,Q27b,Q27br8oe,Q27c,Q30_desktop,Q30_mobile,Q30,Q31,Q32,Q33r1,Q33r2,Q33r3,Q33r4,Q33r5,Q33r6,Q33r7,Q33r8,Q33r9,Q33r10,Q33r11,Q33r12,Q34_1,Q34_2,Q35_1,Q35_2,Q36,Q37,Q37r99oe,Q38,Q39,Q40,Q40r21oe,Q41,Q42r1,_v98,UniqueID,non_respondent,educationLevel,personal_income
1140,04/28/2025 09:31,Qualified,940.013,04/28/2025 09:15,31,Mann,2640,Innlandet,Nord-Fron,Østlandet,30-39,30-39,Not selected,Not selected,Not selected,Helse & eldreomsorg,Not selected,Not selected,Politi & forsvar,Not selected,Not selected,Not selected,,Not selected,Not selected,Not selected,Not selected,Utvide/oppgradere større vannkraftanlegg i Norge,Not selected,Redusere kraftforbruk gjennom energisparing (Enøk),Not selected,Not selected,Not selected,Not selected,Atomkraftverk,Not selected,Not selected,,Nei,2,Ja,Vet ikke,7 Svært bekymret,2-12 dager,Nei,Nei,25000,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Q17_8,Not selected,Q17_10,Not selected,Q17_12,Not selected,Q17_14,Not selected,Not selected,Q17_17,Q17_18,Not selected,Not selected,Q17_21,Q17_22,Not selected,Not selected,,,,,,,,Ingen utbygging,,Ingen utbygging,,Ingen utbygging,,Ingen utbygging,,,Ingen utbygging,Ingen utbygging,,,Ingen utbygging,Ingen utbygging,,,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Q17_8,Not selected,Q17_10,Not selected,Q17_12,Not selected,Q17_14,Not selected,Not selected,Q17_17,Q17_18,Not selected,Not selected,Q17_21,Q17_22,Not selected,Not selected,6,6,6,4,6,2,3,"Utbygging hadde for store effekter på natur og miljø, fordelene tatt i betraktning",,,,"Jeg støtter ikke vindkraftutbygging, uansett lokasjon",20% vind 80% sol,,20% vind 80% sol,6,"Ja, vi må ikke redusere disse arealene",7 Generell stor negativ innvirkning,5,2,5,5,6,3,3,3,3,3,6,Mer enn 150 000 kr,150000,Mer enn 150 000 kr,1000000,Nei,Nei,,3-4-årig universitetsutdanning (bachelor/cand.mag.),"Ja, vi bor i nærheten av arealer der det er eller kan bli aktuelt å bygge kraftverk",1 200 001 – 1 400 000 kr,,Ganske usikker,,"Nei, ingen ekstra kommentarer",,,,
1132,04/28/2025 09:29,Qualified,989.022,04/28/2025 09:12,46,Kvinne,2318,Innlandet,Hamar,Østlandet,40-49,40-49,Not selected,Not selected,Arbeidsplasser og økonomisk omstilling,Helse & eldreomsorg,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Redusere kraftforbruk gjennom energisparing (Enøk),Not selected,Not selected,Eksportere mindre kraft til utlandet,Not selected,Not selected,Not selected,Not selected,,Nei,1 Svært negativ,Nei,Vet ikke,7 Svært bekymret,Ikke i det hele tatt,Nei,Nei,,Vet ikke,Not selected,Q17_2,Q17_3,Not selected,Not selected,Not selected,Q17_7,Not selected,Q17_9,Not selected,Q17_11,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Q17_20,Not selected,Not selected,Q17_23,Q17_24,,Ingen utbygging,Ingen utbygging,,,,Ingen utbygging,,Ingen utbygging,,Ingen utbygging,,,,,,,,,Ingen utbygging,,,Ingen utbygging,Ingen utbygging,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Q17_2,Q17_3,Not selected,Not selected,Not selected,Q17_7,Not selected,Q17_9,Not selected,Q17_11,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Q17_20,Not selected,Not selected,Q17_23,Q17_24,7 Svært viktig,7 Svært viktig,7 Svært viktig,7 Svært viktig,7 Svært viktig,3,1 Svært lett,Det burde ikke bygges mer landbasert vindkraft i Norge,,,,"Jeg støtter ikke vindkraftutbygging, uansett lokasjon",,0% vind 100% sol,0% vind 100% sol,7 Svært viktig,"Ja, men på grunn av samfunnsutvikling må en akseptere noe reduksjon",7 Generell stor negativ innvirkning,5,1 Generell liten negativ innvirkning,7 Generell stor negativ innvirkning,7 Generell stor negativ innvirkning,7 Generell stor negativ innvirkning,7 Generell stor negativ innvirkning,3,4 Nøytral,7 Generell stor negativ innvirkning,5,7 Generell stor negativ innvirkning,Jeg er imot utbygging uansett,,Jeg er imot utbygging uansett,,Nei,Nei,,Fagbrev,Nei,600 001 – 800 000 kr,,Veldig usikker,,"Nei, ingen ekstra kommentarer",,,,
1133,04/28/2025 09:28,Qualified,887.023,04/28/2025 09:13,58,Kvinne,2317,Innlandet,Hamar,Østlandet,50-99,50-59,Not selected,Not selected,Arbeidsplasser og økonomisk omstilling,Helse & eldreomsorg,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,,Not selected,Not selected,Not selected,Not selected,Utvide/oppgradere større vannkraftanlegg i Norge,Not selected,Not selected,Not selected,Not selected,Eksportere mindre kraft til utlandet,Not selected,Not selected,Not selected,Not selected,,Nei,4 Nøytral,Nei,"Færre, store anlegg med mange turbiner for hvert anlegg",4 Nøytral,2-12 dager,Nei,Nei,60000,Not selected,Not selected,Not selected,Q17_3,Not selected,Not selected,Not selected,Q17_7,Not selected,Not selected,Q17_10,Q17_11,Not selected,Q17_13,Not selected,Not selected,Not selected,Q17_17,Not selected,Q17_19,Not selected,Q17_21,Not selected,Not selected,Not selected,,,Ingen utbygging,,,,Ingen utbygging,,,Ingen utbygging,Ingen utbygging,,Ingen utbygging,,,,Ingen utbygging,,Ingen utbygging,,Ingen utbygging,,,,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Q17_3,Not selected,Not selected,Not selected,Q17_7,Not selected,Not selected,Q17_10,Q17_11,Not selected,Q17_13,Not selected,Not selected,Not selected,Q17_17,Not selected,Q17_19,Not selected,Q17_21,Not selected,Not selected,Not selected,5,5,5,5,5,4,4,Jeg synes ikke utbyggingsalternativet er verdt lavere strømregning,,,,Jeg ville vært mer positiv hvis anlegget ble bygget i en nabokommune i stedet for min egen,20% vind 80% sol,,20% vind 80% sol,5,"Ja, men på grunn av samfunnsutvikling må en akseptere noe reduksjon",4 Nøytral,4 Nøytral,4 Nøytral,3,3,4 Nøytral,4 Nøytral,4 Nøytral,3,4 Nøytral,4 Nøytral,3,Vet ikke,,60 000 kr,,Nei,Nei,,3-4-årig universitetsutdanning (bachelor/cand.mag.),Nei,Ønsker ikke å oppgi,,Ganske usikker,,"Nei, ingen ekstra kommentarer",,,,
1138,04/28/2025 09:22,Qualified,485.975,04/28/2025 09:13,40,Mann,2837,Innlandet,Gjøvik,Østlandet,40-49,40-49,Not selected,Not selected,Not selected,Helse & eldreomsorg,Not selected,Samferdsel & annen infrastruktur,Not selected,Not selected,Not selected,Not selected,,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Eksportere mindre kraft til utlandet,Not selected,Atomkraftverk,Not selected,Not selected,,Nei,5,Nei,"Flere, mindre anlegg med færre turbiner per anlegg",3,Ikke i det hele tatt,Nei,Nei,30000,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Q17_8,Q17_9,Not selected,Not selected,Q17_12,Not selected,Q17_14,Q17_15,Not selected,Not selected,Not selected,Not selected,Q17_20,Not selected,Q17_22,Not selected,Q17_24,,,,,,,,Utbygging,Utbygging,,,Utbygging,,Utbygging,Utbygging,,,,,Utbygging,,Utbygging,,Utbygging,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Q17_8,Q17_9,Not selected,Not selected,Q17_12,Not selected,Q17_14,Q17_15,Not selected,Not selected,Not selected,Not selected,Q17_20,Not selected,Q17_22,Not selected,Q17_24,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,5,5,5,5,3,7 Svært viktig,3,,,Jeg vil ha lavere strømkostnad,,Min holdning ville vært den samme uansett hvor anlegget bygges,,20% vind 80% sol,20% vind 80% sol,4,"Ja, men på grunn av samfunnsutvikling må en akseptere noe reduksjon",4 Nøytral,4 Nøytral,4 Nøytral,3,5,6,4 Nøytral,4 Nøytral,5,5,4 Nøytral,4 Nøytral,10 000 kr,,10 000 kr,,Nei,Nei,,3-4-årig universitetsutdanning (bachelor/cand.mag.),Nei,1 600 001 – 1 800 000 kr,,Ganske sikker,,"Nei, ingen ekstra kommentarer",,,,
1134,04/28/2025 09:21,Qualified,483.29,04/28/2025 09:13,18,Mann,2542,Innlandet,Tolga,Østlandet,Less than 30,18-29,Vern av natur & biologisk mangfold,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Eksportere mindre kraft til utlandet,Not selected,Not selected,Not selected,Not selected,,Nei,4 Nøytral,Nei,"Flere, mindre anlegg med færre turbiner per anlegg",4 Nøytral,2-12 dager,Nei,Nei,,Vet ikke,Not selected,Not selected,Q17_3,Q17_4,Q17_5,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Q17_13,Not selected,Not selected,Q17_16,Q17_17,Not selected,Q17_19,Not selected,Not selected,Not selected,Not selected,Q17_24,,,Utbygging,Utbygging,Utbygging,,,,,,,,Utbygging,,,Utbygging,Utbygging,,Utbygging,,,,,Utbygging,Not selected,Not selected,Q17_3,Q17_4,Q17_5,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Q17_13,Not selected,Not selected,Q17_16,Q17_17,Not selected,Q17_19,Not selected,Not selected,Not selected,Not selected,Q17_24,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,4,4,4,4,4,4,4,,,Det burde bygges mer landbasert vindkraft i Norge,,Min holdning ville vært den samme uansett hvor anlegget bygges,,40% vind 60% sol,40% vind 60% sol,4,"Ja, men på grunn av samfunnsutvikling må en akseptere noe reduksjon",4 Nøytral,4 Nøytral,4 Nøytral,4 Nøytral,4 Nøytral,4 Nøytral,4 Nøytral,4 Nøytral,4 Nøytral,4 Nøytral,4 Nøytral,4 Nøytral,Vet ikke,,Vet ikke,,Nei,Nei,,Videregående skole/gymnas,Vet ikke,Vet ikke,,Veldig sikker,,"Nei, ingen ekstra kommentarer",,,,
1136,04/28/2025 09:21,Qualified,404.816,04/28/2025 09:13,33,Kvinne,2340,Innlandet,Løten,Østlandet,30-39,30-39,Not selected,Not selected,Not selected,Not selected,Utdanning & forsking,Not selected,Not selected,Not selected,Not selected,Not selected,,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Vet ikke,,Nei,1 Svært negativ,Nei,"Flere, mindre anlegg med færre turbiner per anlegg",7 Svært bekymret,Ikke i det hele tatt,Nei,Nei,,Vet ikke,Q17_1,Q17_2,Not selected,Not selected,Not selected,Q17_6,Q17_7,Q17_8,Q17_9,Q17_10,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Q17_18,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Ingen utbygging,Ingen utbygging,,,,Ingen utbygging,Ingen utbygging,Ingen utbygging,Ingen utbygging,Ingen utbygging,,,,,,,,Ingen utbygging,,,,,,,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Q17_1,Q17_2,Not selected,Not selected,Not selected,Q17_6,Q17_7,Q17_8,Q17_9,Q17_10,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Q17_18,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,1 Ikke viktig i det hele tatt,1 Ikke viktig i det hele tatt,1 Ikke viktig i det hele tatt,7 Svært viktig,7 Svært viktig,1 Ikke viktig i det hele tatt,1 Svært lett,Det burde ikke bygges mer landbasert vindkraft i Norge,,,,"Jeg støtter ikke vindkraftutbygging, uansett lokasjon",,40% vind 60% sol,40% vind 60% sol,7 Svært viktig,"Ja, vi må ikke redusere disse arealene",4 Nøytral,4 Nøytral,2,5,4 Nøytral,1 Generell liten negativ innvirkning,4 Nøytral,4 Nøytral,4 Nøytral,5,5,4 Nøytral,Jeg er imot utbygging uansett,,Mer enn 150 000 kr,1000000,Nei,Ja,,3-4-årig universitetsutdanning (bachelor/cand.mag.),"Ja, vi kan bli påvirket gjennom jobb i turistnæringen",1 400 001 – 1 600 000 kr,,Ganske sikker,,"Nei, ingen ekstra kommentarer",,,,
1139,04/28/2025 09:21,Qualified,367.857,04/28/2025 09:14,66,Mann,2690,Innlandet,Skjåk,Østlandet,50-99,60+,Not selected,Not selected,Arbeidsplasser og økonomisk omstilling,Helse & eldreomsorg,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,,Not selected,Not selected,Not selected,Not selected,Not selected,Produsere mer fra solenergi i Norge,Not selected,Varmekraft,Not selected,Not selected,Not selected,Atomkraftverk,Not selected,Not selected,,Nei,4 Nøytral,Vet ikke,Vet ikke,4 Nøytral,Vet ikke,Nei,Nei,,Vet ikke,Q17_1,Q17_2,Not selected,Q17_4,Q17_5,Q17_6,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Q17_16,Not selected,Q17_18,Not selected,Not selected,Not selected,Not selected,Q17_23,Not selected,Utbygging,Utbygging,,Utbygging,Utbygging,Utbygging,,,,,,,,,,Utbygging,,Utbygging,,,,,Utbygging,,Q17_1,Q17_2,Not selected,Q17_4,Q17_5,Q17_6,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Q17_16,Not selected,Q17_18,Not selected,Not selected,Not selected,Not selected,Q17_23,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,4,3,4,4,5,4,4,,,Vi må øke strømproduksjonen i Norge for egen sikkerhet,,Jeg er usikker,,80% vind 20% sol,80% vind 20% sol,4,Nei,4 Nøytral,4 Nøytral,4 Nøytral,4 Nøytral,2,3,3,3,4 Nøytral,3,3,4 Nøytral,50 000 kr,,50 000 kr,,Nei,Nei,,Videregående skole/gymnas,Nei,600 001 – 800 000 kr,,Ganske usikker,,"Nei, ingen ekstra kommentarer",,,,
1130,04/28/2025 08:37,Qualified,339.153,04/28/2025 08:31,23,Kvinne,2680,Innlandet,Vågå,Østlandet,Less than 30,18-29,Not selected,Not selected,Arbeidsplasser og økonomisk omstilling,Helse & eldreomsorg,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Eksportere mindre kraft til utlandet,Not selected,Not selected,Not selected,Not selected,,Nei,1 Svært negativ,Vet ikke,Vet ikke,7 Svært bekymret,Ikke i det hele tatt,Nei,Nei,,Vet ikke,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Q17_11,Q17_12,Not selected,Q17_14,Q17_15,Not selected,Not selected,Not selected,Not selected,Q17_20,Q17_21,Q17_22,Q17_23,Not selected,,,,,,,,,,,Ingen utbygging,Ingen utbygging,,Ingen utbygging,Ingen utbygging,,,,,Ingen utbygging,Ingen utbygging,Ingen utbygging,Ingen utbygging,,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Q17_11,Q17_12,Not selected,Q17_14,Q17_15,Not selected,Not selected,Not selected,Not selected,Q17_20,Q17_21,Q17_22,Q17_23,Not selected,6,5,7 Svært viktig,7 Svært viktig,7 Svært viktig,1 Ikke viktig i det hele tatt,1 Svært lett,Å forsyne Europe med fornybar energi fra Norge skal ikke gå på bekostning av norsk natur,,,,"Jeg støtter ikke vindkraftutbygging, uansett lokasjon",,0% vind 100% sol,0% vind 100% sol,7 Svært viktig,"Ja, vi må ikke redusere disse arealene",7 Generell stor negativ innvirkning,4 Nøytral,4 Nøytral,5,4 Nøytral,4 Nøytral,5,4 Nøytral,4 Nøytral,4 Nøytral,4 Nøytral,4 Nøytral,Jeg er imot utbygging uansett,,Jeg er imot utbygging uansett,,Nei,Nei,,Videregående skole/gymnas,Vet ikke,Ønsker ikke å oppgi,,Veldig usikker,,"Nei, ingen ekstra kommentarer",,,,
1129,04/28/2025 08:35,Qualified,1181.095,04/28/2025 08:15,62,Kvinne,2317,Innlandet,Hamar,Østlandet,50-99,60+,Not selected,Klimatiltak (utslippsreduksjoner & tilpasning),Not selected,Not selected,Not selected,Not selected,Politi & forsvar,Not selected,Not selected,Not selected,,Importere kraft fra utlandet,Bygge ut mer landbasert vindkraft i Norge,Not selected,Not selected,Not selected,Produsere mer fra solenergi i Norge,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,,Nei,7 Svært positiv,Nei,"Flere, mindre anlegg med færre turbiner per anlegg",2,Ikke i det hele tatt,Nei,Nei,6000,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Q17_6,Not selected,Not selected,Not selected,Not selected,Q17_11,Not selected,Not selected,Q17_14,Not selected,Q17_16,Not selected,Q17_18,Q17_19,Not selected,Q17_21,Q17_22,Not selected,Not selected,,,,,,Utbygging,,,,,Utbygging,,,Ingen utbygging,,Utbygging,,Ingen utbygging,Ingen utbygging,,Ingen utbygging,Utbygging,,,Not selected,Not selected,Not selected,Not selected,Not selected,Q17_6,Not selected,Not selected,Not selected,Not selected,Q17_11,Not selected,Not selected,Not selected,Not selected,Q17_16,Not selected,Not selected,Not selected,Not selected,Not selected,Q17_22,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Q17_14,Not selected,Not selected,Not selected,Q17_18,Q17_19,Not selected,Q17_21,Not selected,Not selected,Not selected,1 Ikke viktig i det hele tatt,1 Ikke viktig i det hele tatt,1 Ikke viktig i det hele tatt,7 Svært viktig,1 Ikke viktig i det hele tatt,7 Svært viktig,5,,,,,Min holdning ville vært den samme uansett hvor anlegget bygges,100% vind 0% sol,,100% vind 0% sol,4,"Ja, men på grunn av samfunnsutvikling må en akseptere noe reduksjon",3,6,6,5,7 Generell stor negativ innvirkning,7 Generell stor negativ innvirkning,7 Generell stor negativ innvirkning,7 Generell stor negativ innvirkning,7 Generell stor negativ innvirkning,7 Generell stor negativ innvirkning,3,7 Generell stor negativ innvirkning,Jeg er for utbygging uansett,,Jeg er for utbygging uansett,,Nei,Nei,,3-4-årig universitetsutdanning (bachelor/cand.mag.),Nei,1 000 001 – 1 200 000 kr,,Ganske usikker,,"Nei, ingen ekstra kommentarer",,,,
1128,04/28/2025 08:19,Qualified,570.748,04/28/2025 08:07,19,Mann,2840,Innlandet,Vestre Toten,Østlandet,Less than 30,18-29,Not selected,Not selected,Not selected,Helse & eldreomsorg,Utdanning & forsking,Not selected,Not selected,Not selected,Not selected,Not selected,,Not selected,Not selected,"Bygge ut nye, småskala vannkraftanlegg i småelver i Norge",Not selected,Not selected,Produsere mer fra solenergi i Norge,Not selected,Not selected,Not selected,Eksportere mindre kraft til utlandet,Not selected,Not selected,Not selected,Not selected,,Nei,4 Nøytral,Nei,"Færre, store anlegg med mange turbiner for hvert anlegg",6,Én gang (1 dag),Nei,Nei,,Vet ikke,Q17_1,Not selected,Q17_3,Not selected,Not selected,Not selected,Not selected,Q17_8,Q17_9,Not selected,Not selected,Q17_12,Q17_13,Not selected,Not selected,Not selected,Q17_17,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Q17_24,Ingen utbygging,,Ingen utbygging,,,,,Ingen utbygging,Ingen utbygging,,,Ingen utbygging,Ingen utbygging,,,,Ingen utbygging,,,,,,,Ingen utbygging,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Q17_1,Not selected,Q17_3,Not selected,Not selected,Not selected,Not selected,Q17_8,Q17_9,Not selected,Not selected,Q17_12,Q17_13,Not selected,Not selected,Not selected,Q17_17,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Q17_24,3,3,5,3,3,4,4,Kraften blir uansett eksportert som gir oss høyere strømpriser,,,,Min holdning ville vært den samme uansett hvor anlegget bygges,,20% vind 80% sol,20% vind 80% sol,4,"Ja, men på grunn av samfunnsutvikling må en akseptere noe reduksjon",3,5,6,3,3,6,2,5,5,2,2,2,100 000 kr,,Mer enn 150 000 kr,100000,Nei,Nei,,Videregående skole/gymnas,Nei,Vet ikke,,Ganske usikker,,"Nei, ingen ekstra kommentarer",,,,
